GSVIVT01000001001								
GSVIVT01000002001	PF00999	PTHR10110	KOG1965			AT3G05030.1	ATNHX2,NHX2	sodium hydrogen exchanger 2
GSVIVT01006742001	PF11883	PTHR23258				AT4G38830.1	CRK26	cysteine-rich RLK (RECEPTOR-like protein kinase) 26
GSVIVT01006743001		PTHR23258				AT4G23180.1	CRK10,RLK4	cysteine-rich RLK (RECEPTOR-like protein kinase) 10
GSVIVT01006745001		PTHR12460:SF4						
GSVIVT01006748001		PTHR18958				AT3G18670.1		Ankyrin repeat family protein
GSVIVT01006749001								
GSVIVT01006751001								
GSVIVT01006753001								
GSVIVT01006754001						AT5G35810.1		Ankyrin repeat family protein
GSVIVT01006760001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01006761001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01006763001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01006764001						AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01006766001						AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01006767001	PF00005	PTHR19241				AT3G55090.1		ABC-2 type transporter family protein
GSVIVT01006768001						AT4G37920.1		
GSVIVT01006769001	PF00012	PTHR19375	KOG0102			AT5G09590.1	HSC70-5,MTHSC70-2	mitochondrial HSO70 2
GSVIVT01006770001	PF07173					AT4G37900.1		Protein of unknown function (duplicated DUF1399)
GSVIVT01006772001						AT5G10550.1	GTE2	global transcription factor group E2
GSVIVT01006775001								
GSVIVT01006776001	PF00933,PF01915					AT5G10560.1		Glycosyl hydrolase family protein
GSVIVT01006778001	PF00069,PF03822	PTHR22982	KOG0583			AT4G30960.1	ATCIPK6,CIPK6,SIP3,SNRK3.14	SOS3-interacting protein 3
GSVIVT01006780001	PF10536					AT2G04865.1		Aminotransferase-like, plant mobile domain family protein
GSVIVT01006782001	PF00533,PF03031	PTHR23081				AT5G58003.1	CPL4	C-terminal domain phosphatase-like 4
GSVIVT01006784001	PF00954,PF08276	PTHR23258				AT1G11330.2		S-locus lectin protein kinase family protein
GSVIVT01006785001								
GSVIVT01006786001	PF00954,PF08276,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT1G11330.2		S-locus lectin protein kinase family protein
GSVIVT01006787001								
GSVIVT01006788001								
GSVIVT01006789001		PTHR11061:SF5				AT3G27180.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
GSVIVT01006790001								
GSVIVT01006792001	PF02985	PTHR12609				AT2G35630.1	GEM1,MOR1	ARM repeat superfamily protein
GSVIVT01006794001	PF00264,PF12143	PTHR11474						
GSVIVT01006795001								
GSVIVT01006796001						AT5G56090.1	COX15	cytochrome c oxidase 15
GSVIVT01006798001		PTHR11708				AT1G22740.1	ATRABG3B,RAB7,RAB75,RABG3B	RAB GTPase homolog  G3B
GSVIVT01006802001		PTHR13890				AT3G19640.1	MGT4,MRS2-3	magnesium transporter 4
GSVIVT01006803001								
GSVIVT01006804001		PTHR23409				AT3G27060.1	ATTSO2,TSO2	Ferritin/ribonucleotide reductase-like family protein
GSVIVT01006805001	PF03145	PTHR10315	KOG3002			AT3G61790.1		Protein with RING/U-box and TRAF-like domains
GSVIVT01006806001		PTHR16517				AT2G47900.2	AtTLP3,TLP3	tubby like protein 3
GSVIVT01006807001								
GSVIVT01006809001								
GSVIVT01006872001	PF01657,PF00069,PF07714	PTHR23258	KOG1187			AT4G21410.1	CRK29	cysteine-rich RLK (RECEPTOR-like protein kinase) 29
GSVIVT01006875001	PF00856,PF02213	PTHR22884				AT5G42400.1	ATXR7,SDG25	SET domain protein 25
GSVIVT01006876001		PTHR13683				AT5G10770.1		Eukaryotic aspartyl protease family protein
GSVIVT01006882001								
GSVIVT01006883001	PF10058	PTHR22166	KOG2846			AT4G31080.1		Protein of unknown function (DUF2296)
GSVIVT01006889001	PF04783,PF04782	PTHR21450				AT1G21740.1		Protein of unknown function (DUF630 and DUF632)
GSVIVT01006890001		PTHR13832				AT5G66080.1		Protein phosphatase 2C family protein
GSVIVT01006892001		PTHR13018				AT4G35870.1		early-responsive to dehydration stress protein (ERD4)
GSVIVT01006893001						AT5G16110.1		
GSVIVT01006894001		PTHR13683	KOG1339			AT4G35880.1		Eukaryotic aspartyl protease family protein
GSVIVT01006895001		PTHR13683				AT2G17760.1		Eukaryotic aspartyl protease family protein
GSVIVT01006902001		PTHR23258				AT4G23140.1	CRK6	cysteine-rich RLK (RECEPTOR-like protein kinase) 6
GSVIVT01006903001								
GSVIVT01006905001		PTHR23258				AT4G21410.1	CRK29	cysteine-rich RLK (RECEPTOR-like protein kinase) 29
GSVIVT01006906001	PF00069,PF07714	PTHR23258	KOG1187			AT4G23180.1	CRK10,RLK4	cysteine-rich RLK (RECEPTOR-like protein kinase) 10
GSVIVT01006908001								
GSVIVT01006909001	PF02790,PF00116	PTHR22888	KOG4767	1.9.3.1	K02261	ATMG00160.1		cytochrome oxidase 2
GSVIVT01006925001	PF00270,PF00271	PTHR10967	KOG0346			AT4G34910.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
GSVIVT01006926001	PF08491	PTHR13789	KOG1298	1.14.99.7	K00511	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01006940001								
GSVIVT01006942001	PF00560	PTHR23258				AT2G20850.1	SRF1	STRUBBELIG-receptor family 1
GSVIVT01006944001		PTHR10949				AT2G20860.1	LIP1	lipoic acid synthase 1
GSVIVT01006946001						AT1G11120.2		
GSVIVT01006947001	PF01344,PF07646	PTHR23230				AT1G16250.1		Galactose oxidase/kelch repeat superfamily protein
GSVIVT01006948001	PF10607	PTHR12864				AT1G61150.4		LisH and RanBPM domains containing protein
GSVIVT01006950001						AT4G27860.1		vacuolar iron transporter (VIT) family protein
GSVIVT01006951001						AT3G07210.1		
GSVIVT01006954001	PF03062	PTHR13285				AT1G57600.1		MBOAT (membrane bound O-acyl transferase) family protein
GSVIVT01006955001	PF01397,PF03936					AT1G61120.1	GES,TPS04,TPS4	terpene synthase 04
GSVIVT01006968001	PF05922,PF00082,PF02225	PTHR10795				AT2G04160.1	AIR3	Subtilisin-like serine endopeptidase family protein
GSVIVT01006969001								
GSVIVT01006970001	PF05922,PF00082,PF02225	PTHR10795				AT2G04160.1	AIR3	Subtilisin-like serine endopeptidase family protein
GSVIVT01006971001	PF02225	PTHR10795				AT5G59810.1	ATSBT5.4,SBT5.4	Subtilase family protein
GSVIVT01006972001	PF05922,PF00082,PF02225	PTHR10795				AT2G04160.1	AIR3	Subtilisin-like serine endopeptidase family protein
GSVIVT01006973001	PF05922,PF02225	PTHR10795				AT2G04160.1	AIR3	Subtilisin-like serine endopeptidase family protein
GSVIVT01006975001		PTHR11708				AT4G17170.1	AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C	RAB GTPase homolog B1C
GSVIVT01006976001	PF00400	PTHR15598	KOG1916			AT3G13300.1	VCS	Transducin/WD40 repeat-like superfamily protein
GSVIVT01006977001	PF01535	PTHR10483				AT3G02010.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01006978001	PF01501			2.4.1.43	K13648	AT5G47780.1	GAUT4	galacturonosyltransferase 4
GSVIVT01006980001	PF00954,PF08276	PTHR23258				AT1G11410.1		S-locus lectin protein kinase family protein
GSVIVT01006982001	PF00954,PF08276,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT1G11340.1		S-locus lectin protein kinase family protein
GSVIVT01006991001								
GSVIVT01006992001						AT4G17310.1		
GSVIVT01007006001	PF03106					AT4G26640.2	AtWRKY20,WRKY20	WRKY family transcription factor family protein
GSVIVT01007007001						AT2G04890.1	SCL21	SCARECROW-like 21
GSVIVT01007009001	PF00122,PF00702,PF00689,PF00690	PTHR11939	KOG0204			AT3G63380.1		ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
GSVIVT01007010001								
GSVIVT01007026001	PF00560	PTHR23154	KOG0472			AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01007029001	PF00560	PTHR23155	KOG4658			AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
GSVIVT01007038001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01007039001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01007040001								
GSVIVT01007041001								
GSVIVT01007042001						AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01007043001	PF03552					AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01007048001	PF04564	PTHR22849				AT3G49810.1		ARM repeat superfamily protein
GSVIVT01007052001	PF01842					AT5G65890.1	ACR1	ACT domain repeat 1
GSVIVT01007062001						AT5G47780.1	GAUT4	galacturonosyltransferase 4
GSVIVT01007063001	PF00628,PF00097					AT3G54780.1		Zinc finger (C3HC4-type RING finger) family protein
GSVIVT01007064001	PF00249					AT3G24120.1		Homeodomain-like superfamily protein
GSVIVT01007065001	PF00249					AT2G01060.1		myb-like HTH transcriptional regulator family protein
GSVIVT01007066001								
GSVIVT01007067001						AT4G17150.1		alpha/beta-Hydrolases superfamily protein
GSVIVT01007070001								
GSVIVT01007071001	PF01554	PTHR11206				AT5G65380.1		MATE efflux family protein
GSVIVT01007072001		PTHR22951				AT4G40080.1		ENTH/ANTH/VHS superfamily protein
GSVIVT01007074001	PF04759					AT5G65340.1		Protein of unknown function, DUF617
GSVIVT01007075001	PF00690,PF00122,PF00702	PTHR11939	KOG0203			AT1G10130.1	ATECA3,ECA3	endoplasmic reticulum-type calcium-transporting ATPase 3
GSVIVT01007116001								
GSVIVT01007117001	PF00010					AT4G20970.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01007118001						AT4G04980.1		
GSVIVT01007119001						AT4G04980.1		
GSVIVT01007122001								
GSVIVT01007123001								
GSVIVT01007124001						AT2G02180.1	TOM3	tobamovirus multiplication protein 3
GSVIVT01007128001								
GSVIVT01007130001		PTHR11119				AT4G38050.1		Xanthine/uracil permease family protein
GSVIVT01007131001	PF07093	PTHR13060	KOG2406			AT5G65490.1		
GSVIVT01007132001		PTHR13060				AT5G65490.1		
GSVIVT01007133001						AT2G22570.2	ATNIC1,NIC1	nicotinamidase 1
GSVIVT01007135001	PF07765					AT2G22560.1		Kinase interacting (KIP1-like) family protein
GSVIVT01007136001		PTHR23258				AT1G11340.1		S-locus lectin protein kinase family protein
GSVIVT01007137001	PF08276,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT1G11340.1		S-locus lectin protein kinase family protein
GSVIVT01007138001	PF08276	PTHR23258				AT1G11340.1		S-locus lectin protein kinase family protein
GSVIVT01007139001	PF00954,PF08276	PTHR23258:SF279				AT1G11410.1		S-locus lectin protein kinase family protein
GSVIVT01007141001	PF01624,PF05188	PTHR11361				AT4G25540.1	ATMSH3,MSH3	homolog of DNA mismatch repair protein MSH3
GSVIVT01007143001	PF00931,PF00560	PTHR23155				AT5G66900.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01007144001	PF05659,PF00931,PF00560	PTHR23258				AT5G66900.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01007146001	PF00931,PF05659					AT5G66900.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01007147001								
GSVIVT01007148001	PF00690	PTHR11939				AT3G60330.2	AHA7,HA7	H(+)-ATPase 7
GSVIVT01007149001	PF02089	PTHR11247	KOG2541			AT3G60340.2		alpha/beta-Hydrolases superfamily protein
GSVIVT01007150001								
GSVIVT01007151001	PF01535	PTHR10483				AT5G47360.1		Tetratricopeptide repeat (TPR)-like superfamily protein
GSVIVT01007152001						AT2G35680.1		Phosphotyrosine protein phosphatases superfamily protein
GSVIVT01007165001	PF08880,PF08879					AT2G22840.1	AtGRF1,GRF1	growth-regulating factor 1
GSVIVT01007167001						AT5G65840.1		Thioredoxin superfamily protein
GSVIVT01007168001		PTHR22274:SF7	KOG4498			AT5G65840.1		Thioredoxin superfamily protein
GSVIVT01007169001	PF00106	PTHR19410	KOG1209			AT5G65205.1		NAD(P)-binding Rossmann-fold superfamily protein
GSVIVT01007176001	PF03169	PTHR22601				AT5G55930.1	ATOPT1,OPT1	oligopeptide transporter 1
GSVIVT01007182001	PF00076	PTHR15608	KOG1548		K13093	AT5G16260.1	ELF9	RNA binding (RRM/RBD/RNP motifs) family protein
GSVIVT01007183001						AT5G16250.1		
GSVIVT01007184001	PF03405					AT3G02630.1		Plant stearoyl-acyl-carrier-protein desaturase family protein
GSVIVT01007185001						AT1G65470.1	FAS1,NFB2	chromatin assembly factor-1 (FASCIATA1) (FAS1)
GSVIVT01007186001						AT1G65470.1	FAS1,NFB2	chromatin assembly factor-1 (FASCIATA1) (FAS1)
GSVIVT01007187001								
GSVIVT01007188001	PF06200,PF09425					AT1G30135.1	JAZ8,TIFY5A	jasmonate-zim-domain protein 8
GSVIVT01007190001	PF00182	PTHR22595	KOG4742	3.2.1.14	K01183	AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase
GSVIVT01007191001	PF00187	PTHR22595:SF5				AT3G12500.1	ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3	basic chitinase
GSVIVT01007192001								
GSVIVT01007194001	PF02365					AT2G17040.1	anac036,NAC036	NAC domain containing protein 36
GSVIVT01007201001								
GSVIVT01007202001								
GSVIVT01007203001	PF00361	PTHR22773		1.6.5.3	K03879	ATMG01320.1		NADH dehydrogenase 2B
GSVIVT01007204001								
GSVIVT01007208001								
GSVIVT01007210001		PTHR13285				AT1G57600.1		MBOAT (membrane bound O-acyl transferase) family protein
GSVIVT01007211001	PF03062	PTHR13285				AT1G57600.1		MBOAT (membrane bound O-acyl transferase) family protein
GSVIVT01007212001								
GSVIVT01007214001	PF02906,PF02256	PTHR11615	KOG2439			AT4G16440.1		ferredoxin hydrogenases
GSVIVT01007215001	PF06624	PTHR15601	KOG3491			AT1G27330.1		Ribosome associated membrane protein RAMP4
GSVIVT01007216001						AT4G17240.1		
GSVIVT01007217001		PTHR22601				AT4G26590.1	ATOPT5,OPT5	oligopeptide transporter 5
GSVIVT01007223001	PF00582					AT5G66090.1		
GSVIVT01007224001	PF10294	PTHR14614	KOG2793			AT1G63855.3		Putative methyltransferase family protein
GSVIVT01007225001	PF00141					AT5G42180.1		Peroxidase superfamily protein
GSVIVT01007226001	PF08159	PTHR12202	KOG2318			AT3G01160.1		
GSVIVT01007227001		PTHR13683				AT4G35880.1		Eukaryotic aspartyl protease family protein
GSVIVT01007233001								
GSVIVT01007234001	PF00160	PTHR11071	KOG0884			AT5G67530.1	ATPUB49,PUB49	plant U-box 49
GSVIVT01007237001	PF02230	PTHR10655	KOG2112			AT4G22300.1	SOBER1	carboxylesterases
GSVIVT01007238001	PF00931,PF00560	PTHR23155	KOG4658			AT5G48620.1		Disease resistance protein (CC-NBS-LRR class) family
GSVIVT01007239001						AT1G62422.1		
GSVIVT01007240001		PTHR23257				AT1G62400.1	HT1	Protein kinase superfamily protein
GSVIVT01007242001	PF05627					AT3G25070.1	RIN4	RPM1 interacting protein 4
GSVIVT01007243001	PF00036,PF01926,PF00350	PTHR11216	KOG1954			AT4G05520.1	ATEHD2,EHD2	EPS15 homology domain 2
GSVIVT01007244001	PF00106	PTHR19410	KOG0725	1.1.-.-	K11147	AT4G05530.1	IBR1,SDRA	indole-3-butyric acid response 1
GSVIVT01007245001								
GSVIVT01007246001	PF03087					AT4G35690.1		Arabidopsis protein of unknown function (DUF241)
GSVIVT01007263001	PF03171	PTHR10209	KOG0143			AT3G12900.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
GSVIVT01007265001								
GSVIVT01007268001						AT1G62390.1		Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
GSVIVT01007270001	PF03162					AT1G05000.1		Phosphotyrosine protein phosphatases superfamily protein
GSVIVT01007271001	PF00400	PTHR22847	KOG0265			AT2G32950.1	ATCOP1,COP1,DET340,EMB168,FUS1	Transducin/WD40 repeat-like superfamily protein
GSVIVT01007272001						AT4G22260.1	IM,IM1	Alternative oxidase family protein
GSVIVT01007273001	PF12056					AT3G20300.1		Protein of unknown function (DUF3537)
GSVIVT01007275001	PF04564,PF00514	PTHR22849				AT3G07360.1	ATPUB9,PUB9	plant U-box 9
GSVIVT01007277001	PF00271	PTHR10967				AT4G34910.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
GSVIVT01007278001	PF08491	PTHR13789	KOG1298	1.14.99.7	K00511	AT1G58440.1	SQE1,XF1	FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01007279001	PF01535	PTHR10483				AT2G13600.1		Pentatricopeptide repeat (PPR) superfamily protein
GSVIVT01007280001	PF01535	PTHR10483				AT3G49730.1		Tetratricopeptide repeat (TPR)-like superfamily protein
GSVIVT01007281001	PF01595,PF00571	PTHR12064	KOG2118			AT2G14520.1		CBS domain-containing protein with a domain of unknown function (DUF21)
GSVIVT01007283001								
GSVIVT01007284001	PF10374	PTHR15696				AT1G28260.2		Telomerase activating protein Est1
GSVIVT01007285001	PF05678					AT1G28280.1		VQ motif-containing protein
GSVIVT01007286001	PF01190					AT2G34700.1		Pollen Ole e 1 allergen and extensin family protein
GSVIVT01007327001		PTHR12663				AT5G47690.3		binding
GSVIVT01007328001								
GSVIVT01007329001	PF00168	PTHR23180	KOG1030			AT5G47710.1		Calcium-dependent lipid-binding (CaLB domain) family protein
GSVIVT01007330001						AT2G22260.1		oxidoreductase, 2OG-Fe(II) oxygenase family protein
GSVIVT01007332001	PF00108,PF02803	PTHR18919	KOG1390	2.3.1.9	K00626	AT5G47720.2		Thiolase family protein
GSVIVT01007333001						AT1G55850.1	ATCSLE1,CSLE1	cellulose synthase like E1
GSVIVT01007335001								
GSVIVT01007336001	PF00225	PTHR16012	KOG0239		K10405	AT4G21270.1	ATK1,KATA,KATAP	kinesin 1
GSVIVT01007337001	PF00085	PTHR10438	KOG0907			AT1G11530.1	ATCXXS1,CXXS1	C-terminal cysteine residue is changed to a serine 1
GSVIVT01007338001								
GSVIVT01007339001	PF00010	PTHR23042:SF2				AT5G54680.1	bHLH105,ILR3	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01007340001	PF01925	PTHR14255				AT4G21250.1		Sulfite exporter TauE/SafE family protein
GSVIVT01007342001	PF00069,PF07714	PTHR23258	KOG1187			AT4G23180.1	CRK10,RLK4	cysteine-rich RLK (RECEPTOR-like protein kinase) 10
GSVIVT01007344001						AT5G07490.1		
GSVIVT01007345001		PTHR13789	KOG2614			AT2G35660.1	CTF2A	FAD/NAD(P)-binding oxidoreductase family protein
GSVIVT01007346001						AT5G02890.1		HXXXD-type acyl-transferase family protein
GSVIVT01007347001						AT4G17540.1		
GSVIVT01007348001						AT4G17540.1		
GSVIVT01007370001	PF00069,PF11883	PTHR23258				AT4G21230.1	CRK27	cysteine-rich RLK (RECEPTOR-like protein kinase) 27
GSVIVT01007371001	PF00704,PF00069,PF07714,PF11883	PTHR23258	KOG1187			AT4G11530.1	CRK34	cysteine-rich RLK (RECEPTOR-like protein kinase) 34
GSVIVT01007372001	PF11883	PTHR23258				AT4G23150.1	CRK7	cysteine-rich RLK (RECEPTOR-like protein kinase) 7
GSVIVT01007373001		PTHR11177				AT4G19810.1		Glycosyl hydrolase family protein with chitinase insertion domain
GSVIVT01007375001								
GSVIVT01007386001	PF00106	PTHR19410	KOG1209			AT5G10050.1		NAD(P)-binding Rossmann-fold superfamily protein
GSVIVT01007388001	PF00847				K09285	AT4G37750.1	ANT,CKC,CKC1,DRG	Integrase-type DNA-binding superfamily protein
GSVIVT01007389001	PF00010	PTHR12565:SF7				AT1G10120.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
GSVIVT01007390001	PF00560	PTHR23258				AT3G49750.1	AtRLP44,RLP44	receptor like protein 44
GSVIVT01007403001		PTHR11670:SF2		4.2.1.33,4.2.1.35	K01704	AT3G58990.1	IPMI1	isopropylmalate isomerase 1
GSVIVT01007404001	PF00827	PTHR11847	KOG1678			AT4G16720.1		Ribosomal protein L23/L15e family protein
GSVIVT01007405001		PTHR10906				AT1G29310.1		SecY protein transport family protein
GSVIVT01007407001		PTHR11361				AT4G17380.1	ATMSH4,MSH4	MUTS-like protein 4
GSVIVT01007417001		PTHR19383				AT4G22690.1	CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 1
GSVIVT01007418001	PF00067	PTHR19383	KOG0156			AT4G12300.1	CYP706A4	cytochrome P450, family 706, subfamily A, polypeptide 4
GSVIVT01007419001	PF07567,PF04937,PF05699,PF02892					AT1G79740.1		hAT transposon superfamily
GSVIVT01007420001	PF06747	PTHR21588				AT4G12340.1		copper ion binding
GSVIVT01007421001	PF03372	PTHR11200	KOG0565			AT5G65090.1	BST1,DER4,MRH3	DNAse I-like superfamily protein
GSVIVT01007422001								
GSVIVT01007423001		PTHR11132				AT1G76340.1	GONST3	golgi nucleotide sugar transporter 3
GSVIVT01007425001								
GSVIVT01007428001	PF04508					AT5G65770.1	LINC4	little nuclei4
GSVIVT01007429001	PF05577	PTHR11010	KOG2183	3.4.16.2	K01285	AT5G65760.1		Serine carboxypeptidase S28 family protein
GSVIVT01007430001		PTHR13285				AT1G57600.1		MBOAT (membrane bound O-acyl transferase) family protein
GSVIVT01007431001						AT3G51400.1		Arabidopsis protein of unknown function (DUF241)
GSVIVT01007433001						AT4G35690.1		Arabidopsis protein of unknown function (DUF241)
GSVIVT01007435001	PF12481,PF12504					AT4G27450.1		Aluminium induced protein with YGL and LRDR motifs
GSVIVT01007436001		PTHR23139:SF9				AT1G60830.1		RNA-binding (RRM/RBD/RNP motifs) family protein
GSVIVT01007437001	PF00076	PTHR10432	KOG0131			AT1G60900.1		U2 snRNP auxilliary factor, large subunit, splicing factor
GSVIVT01007444001		PTHR22274:SF7	KOG4498			AT5G65840.1		Thioredoxin superfamily protein
GSVIVT01007445001						AT5G65840.1		Thioredoxin superfamily protein
GSVIVT01007446001	PF00069,PF07714	PTHR22986	KOG0198			AT5G66850.1	MAPKKK5	mitogen-activated protein kinase kinase kinase 5
GSVIVT01007448001	PF00141					AT1G49570.1		Peroxidase superfamily protein
GSVIVT01007449001						AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A
GSVIVT01007450001						AT4G37050.1	AtPLAIVC,PLA V,PLP4	PATATIN-like protein 4
GSVIVT01007451001	PF01734					AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A
GSVIVT01007452001	PF01734		KOG0513			AT2G26560.1	PLA IIA,PLA2A,PLP2	phospholipase A 2A
